,Date,ID,Name,Number Sold,Discount,Price,Event,Weather,Restaurant Type,Restaurant ID,Restaurant Address,Restaurant Annual Sale
541,2024-10-14,P025,Dish 2,1038,0.25,12,,Sunny,Bar,R138,Sham Shui Po,161611
542,2024-10-14,P025,Dish 3,635,0.25,49,,Sunny,Bar,R138,Sham Shui Po,161611
543,2024-10-14,P025,Dish 4,694,0.25,16,,Sunny,Bar,R138,Sham Shui Po,161611
544,2024-10-15,P026,Dish 1,999,0.25,10,,Cloudy,Bar,R138,Sham Shui Po,161611
545,2024-10-15,P026,Dish 2,782,0.25,49,,Cloudy,Bar,R138,Sham Shui Po,161611
546,2024-10-15,P026,Dish 3,751,0.25,43,,Cloudy,Bar,R138,Sham Shui Po,161611
547,2024-10-15,P026,Dish 4,764,0.25,47,,Cloudy,Bar,R138,Sham Shui Po,161611
548,2024-10-16,P027,Dish 1,592,0.2,28,,Rainy,Bar,R138,Sham Shui Po,161611
549,2024-10-16,P027,Dish 2,618,0.2,16,,Rainy,Bar,R138,Sham Shui Po,161611
550,2024-10-16,P027,Dish 3,679,0.2,39,,Rainy,Bar,R138,Sham Shui Po,161611
551,2024-10-16,P027,Dish 4,657,0.2,17,,Rainy,Bar,R138,Sham Shui Po,161611
552,2024-10-17,P028,Dish 1,897,0.2,12,,Sunny,Bar,R138,Sham Shui Po,161611
553,2024-10-17,P028,Dish 2,965,0.2,20,,Sunny,Bar,R138,Sham Shui Po,161611
554,2024-10-17,P028,Dish 3,952,0.2,46,,Sunny,Bar,R138,Sham Shui Po,161611
555,2024-10-17,P028,Dish 4,865,0.2,18,,Sunny,Bar,R138,Sham Shui Po,161611
556,2024-10-18,P029,Dish 1,409,0.1,38,,Sunny,Bar,R138,Sham Shui Po,161611
557,2024-10-18,P029,Dish 2,547,0.1,42,,Sunny,Bar,R138,Sham Shui Po,161611
558,2024-10-18,P029,Dish 3,459,0.1,33,,Sunny,Bar,R138,Sham Shui Po,161611
559,2024-10-18,P029,Dish 4,718,0.1,35,,Sunny,Bar,R138,Sham Shui Po,161611
560,2024-10-19,P030,Dish 1,859,0.2,17,,Sunny,Bar,R138,Sham Shui Po,161611
561,2024-10-19,P030,Dish 2,807,0.2,34,,Sunny,Bar,R138,Sham Shui Po,161611
562,2024-10-19,P030,Dish 3,891,0.2,45,,Sunny,Bar,R138,Sham Shui Po,161611
563,2024-10-19,P030,Dish 4,588,0.2,43,,Sunny,Bar,R138,Sham Shui Po,161611
564,2024-10-20,P031,Dish 1,753,0.0,31,,Sunny,Bar,R138,Sham Shui Po,161611
565,2024-10-20,P031,Dish 2,820,0.0,26,,Sunny,Bar,R138,Sham Shui Po,161611
566,2024-10-20,P031,Dish 3,951,0.0,10,,Sunny,Bar,R138,Sham Shui Po,161611
567,2024-10-20,P031,Dish 4,844,0.0,21,,Sunny,Bar,R138,Sham Shui Po,161611
568,2024-10-21,P032,Dish 1,661,0.1,34,,Sunny,Bar,R138,Sham Shui Po,161611
569,2024-10-21,P032,Dish 2,613,0.1,27,,Sunny,Bar,R138,Sham Shui Po,161611
570,2024-10-21,P032,Dish 3,680,0.1,37,,Sunny,Bar,R138,Sham Shui Po,161611
571,2024-10-21,P032,Dish 4,832,0.1,23,,Sunny,Bar,R138,Sham Shui Po,161611
572,2024-10-22,P033,Dish 1,542,0.05,31,,Sunny,Bar,R138,Sham Shui Po,161611
573,2024-10-22,P033,Dish 2,832,0.05,13,,Sunny,Bar,R138,Sham Shui Po,161611
574,2024-10-22,P033,Dish 3,796,0.05,34,,Sunny,Bar,R138,Sham Shui Po,161611
575,2024-10-22,P033,Dish 4,589,0.05,29,,Sunny,Bar,R138,Sham Shui Po,161611
576,2024-10-23,P034,Dish 1,551,0.0,20,,Windy,Bar,R138,Sham Shui Po,161611
577,2024-10-23,P034,Dish 2,558,0.0,20,,Windy,Bar,R138,Sham Shui Po,161611
578,2024-10-23,P034,Dish 3,447,0.0,11,,Windy,Bar,R138,Sham Shui Po,161611
579,2024-10-23,P034,Dish 4,527,0.0,15,,Windy,Bar,R138,Sham Shui Po,161611
580,2024-10-24,P035,Dish 1,568,0.0,40,,Sunny,Bar,R138,Sham Shui Po,161611
581,2024-10-24,P035,Dish 2,630,0.0,18,,Sunny,Bar,R138,Sham Shui Po,161611
582,2024-10-24,P035,Dish 3,552,0.0,16,,Sunny,Bar,R138,Sham Shui Po,161611
583,2024-10-24,P035,Dish 4,566,0.0,37,,Sunny,Bar,R138,Sham Shui Po,161611
584,2024-10-25,P036,Dish 1,701,0.25,13,,Sunny,Bar,R138,Sham Shui Po,161611
585,2024-10-25,P036,Dish 2,570,0.25,43,,Sunny,Bar,R138,Sham Shui Po,161611
586,2024-10-25,P036,Dish 3,415,0.25,34,,Sunny,Bar,R138,Sham Shui Po,161611
587,2024-10-25,P036,Dish 4,538,0.25,45,,Sunny,Bar,R138,Sham Shui Po,161611
588,2024-10-26,P037,Dish 1,684,0.0,26,,Sunny,Bar,R138,Sham Shui Po,161611
589,2024-10-26,P037,Dish 2,1071,0.0,16,,Sunny,Bar,R138,Sham Shui Po,161611
590,2024-10-26,P037,Dish 3,702,0.0,33,,Sunny,Bar,R138,Sham Shui Po,161611
591,2024-10-26,P037,Dish 4,905,0.0,30,,Sunny,Bar,R138,Sham Shui Po,161611
592,2024-10-27,P038,Dish 1,939,0.05,10,,Sunny,Bar,R138,Sham Shui Po,161611
593,2024-10-27,P038,Dish 2,1119,0.05,10,,Sunny,Bar,R138,Sham Shui Po,161611
594,2024-10-27,P038,Dish 3,703,0.05,29,,Sunny,Bar,R138,Sham Shui Po,161611
595,2024-10-27,P038,Dish 4,742,0.05,28,,Sunny,Bar,R138,Sham Shui Po,161611
596,2024-10-28,P039,Dish 1,661,0.0,14,,Sunny,Bar,R138,Sham Shui Po,161611
597,2024-10-28,P039,Dish 2,629,0.0,29,,Sunny,Bar,R138,Sham Shui Po,161611
598,2024-10-28,P039,Dish 3,373,0.0,49,,Sunny,Bar,R138,Sham Shui Po,161611
599,2024-10-28,P039,Dish 4,613,0.0,18,,Sunny,Bar,R138,Sham Shui Po,161611
600,2024-10-29,P040,Dish 1,1190,0.25,11,,Sunny,Bar,R138,Sham Shui Po,161611
601,2024-10-29,P040,Dish 2,871,0.25,32,,Sunny,Bar,R138,Sham Shui Po,161611
602,2024-10-29,P040,Dish 3,794,0.25,18,,Sunny,Bar,R138,Sham Shui Po,161611
603,2024-10-29,P040,Dish 4,937,0.25,18,,Sunny,Bar,R138,Sham Shui Po,161611
604,2024-10-30,P041,Dish 1,735,0.0,12,,Windy,Bar,R138,Sham Shui Po,161611
605,2024-10-30,P041,Dish 2,553,0.0,31,,Windy,Bar,R138,Sham Shui Po,161611
606,2024-10-30,P041,Dish 3,542,0.0,41,,Windy,Bar,R138,Sham Shui Po,161611
607,2024-10-30,P041,Dish 4,658,0.0,12,,Windy,Bar,R138,Sham Shui Po,161611
608,2024-10-31,P042,Dish 1,546,0.1,33,,Rainy,Bar,R138,Sham Shui Po,161611
609,2024-10-31,P042,Dish 2,465,0.1,48,,Rainy,Bar,R138,Sham Shui Po,161611
610,2024-10-31,P042,Dish 3,396,0.1,45,,Rainy,Bar,R138,Sham Shui Po,161611
611,2024-10-31,P042,Dish 4,526,0.1,22,,Rainy,Bar,R138,Sham Shui Po,161611
